TIME	M_POS	M_VEL	M_VOLT	S_POS	S_VEL	S_VOLT	VOLT_REF
15.8255	51.4046	-10.2695	-1.76436	47.7087	-11.4258	-0.503656	-0.746505
15.826	51.3992	-10.3561	-1.55374	47.7026	-11.5302	-1.22327	-0.746505
15.8265	51.3942	-10.3094	-0.0917472	47.6969	-11.5172	-2.2373	-0.746505
15.827	51.3837	-10.3373	-2.12889	47.6854	-11.4952	-0.315915	-0.746505
15.8275	51.3784	-10.3769	-0.400744	47.6796	-11.5059	-0.526383	-0.746505
15.828	51.3735	-10.29	-0.659025	47.6738	-11.5336	-1.39128	-0.746505
15.8285	51.3632	-10.3087	-1.06387	47.6624	-11.4809	-0.748926	-0.746505
15.829	51.3578	-10.3711	-0.218024	47.6566	-11.503	-0.256849	-0.746505
15.8295	51.3528	-10.3222	-1.3892	47.6508	-11.5218	-0.710375	-0.746505
15.83	51.3424	-10.3387	-0.482209	47.6393	-11.5091	-2.18619	-0.746505
15.8305	51.3372	-10.3409	-0.617931	47.6335	-11.5178	-0.601317	-0.746505
15.831	51.3322	-10.2964	-1.78684	47.6279	-11.4881	-0.273588	-0.746505
15.8315	51.3268	-10.3513	-1.38968	47.6221	-11.4905	-0.977072	-0.746505
15.832	51.3166	-10.327	-1.41427	47.6105	-11.5116	-2.03228	-0.746505
15.8325	51.3114	-10.3309	-1.86666	47.6048	-11.5199	-0.344606	-0.746505
15.833	51.3063	-10.3251	-0.178829	47.5992	-11.462	-0.391637	-0.746505
15.8335	51.2962	-10.2681	-2.13461	47.5878	-11.4565	-1.92886	-0.746505
15.834	51.2906	-10.3921	-0.865794	47.5818	-11.5378	-1.80184	-0.746505
15.8345	51.2855	-10.3588	-0.306469	47.576	-11.5516	-0.166781	-0.746505
15.835	51.275	-10.4	-1.68006	47.5642	-11.6081	-1.19054	-0.746505
15.8355	51.27	-10.3469	-0.354229	47.5589	-11.4816	-1.93237	-0.746505
15.836	51.2648	-10.348	-0.84852	47.5531	-11.5036	-1.48631	-0.746505
15.8365	51.2598	-10.3117	-1.85037	47.5475	-11.4573	-0.00923151	-0.746505
15.837	51.2492	-10.3589	-0.234477	47.5358	-11.4977	-1.62982	-0.746505
15.8375	51.2441	-10.3582	-1.45475	47.53	-11.4987	-1.89665	-0.746505
15.838	51.239	-10.3298	-1.85117	47.5244	-11.481	-1.11259	-0.746505
15.8385	51.2338	-10.3334	-0.00870797	47.5184	-11.5402	-0.00839381	-0.746505
15.839	51.2234	-10.3683	-1.99684	47.5071	-11.4937	-1.83638	-0.746505
15.8395	51.2184	-10.3105	-0.536443	47.5014	-11.4674	-1.71466	-0.746505
15.84	51.2131	-10.3355	-0.382681	47.4956	-11.4915	-0.814907	-0.746505
15.8405	51.2029	-10.31	-1.26425	47.4843	-11.4246	-1.2352	-0.746505
15.841	51.1977	-10.3164	-0.228136	47.4784	-11.492	-2.0024	-0.746505
15.8415	51.1926	-10.2848	-1.24064	47.4729	-11.4196	-1.32442	-0.746505
15.842	51.182	-10.3951	-0.866232	47.461	-11.5314	-0.234993	-0.746505
15.8425	51.1769	-10.352	-0.403329	47.4553	-11.5276	-1.28045	-0.746505
15.843	51.1716	-10.3802	-1.66937	47.4495	-11.5243	-2.06627	-0.746505
15.8435	51.1616	-10.3097	-0.104194	47.4384	-11.4183	-0.264546	-0.746505
15.844	51.1565	-10.2698	-1.30428	47.4325	-11.4867	-0.556948	-0.746505
